onetId,occupationTitle,reportedTitle,combinedTitle
19-1013.00,Soil and Plant Scientists,Research Soil Scientist,Research Soil Scientist (Soil and Plant Scientists)
19-4011.01,Agricultural Technicians,Research Specialist,Research Specialist (Agricultural Technicians)
19-4021.00,Biological Technicians,Research Specialist,Research Specialist (Biological Technicians)
19-4061.00,Social Science Research Assistants,Research Specialist,Research Specialist (Social Science Research Assistants)
19-4011.01,Agricultural Technicians,Research Technician,Research Technician (Agricultural Technicians)
19-4021.00,Biological Technicians,Research Technician,Research Technician (Biological Technicians)
19-4031.00,Chemical Technicians,Research Technician,Research Technician (Chemical Technicians)
19-3091.01,Anthropologists,Researcher,Researcher (Anthropologists)
19-3093.00,Historians,Researcher,Researcher (Historians)
19-2041.03,Industrial Ecologists,Researcher,Researcher (Industrial Ecologists)
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation Agent,Reservation Agent (Reservation and Transportation Ticket Agents and Travel Clerks)
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservationist,Reservationist (Reservation and Transportation Ticket Agents and Travel Clerks)
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservations Agent,Reservations Agent (Reservation and Transportation Ticket Agents and Travel Clerks)
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservations and Ticketing Agent,Reservations and Ticketing Agent (Reservation and Transportation Ticket Agents and Travel Clerks)
17-2171.00,Petroleum Engineers,Reservoir Engineer,Reservoir Engineer (Petroleum Engineers)
39-9041.00,Residential Advisors,Residence Director,Residence Director (Residential Advisors)
39-9041.00,Residential Advisors,Residence Hall Director,Residence Hall Director (Residential Advisors)
39-9041.00,Residential Advisors,Residence Life Coordinator,Residence Life Coordinator (Residential Advisors)
39-9041.00,Residential Advisors,Residence Life Director,Residence Life Director (Residential Advisors)
39-9041.00,Residential Advisors,Resident Advisor,Resident Advisor (Residential Advisors)
31-1015.00,Orderlies,Resident Assistant,Resident Assistant (Orderlies)
39-9041.00,Residential Advisors,Resident Assistant,Resident Assistant (Residential Advisors)
29-9091.00,Athletic Trainers,Resident Athletic Trainer,Resident Athletic Trainer (Athletic Trainers)
39-9021.00,Personal Care Aides,Resident Care Assistant (RCA),Resident Care Assistant (RCA) (Personal Care Aides)
39-1021.00,First-Line Supervisors of Personal Service Workers,Resident Care Supervisor,Resident Care Supervisor (First-Line Supervisors of Personal Service Workers)
31-1013.00,Psychiatric Aides,Resident Care Technician,Resident Care Technician (Psychiatric Aides)
39-9041.00,Residential Advisors,Resident Director,Resident Director (Residential Advisors)
17-2161.00,Nuclear Engineers,Resident Inspector,Resident Inspector (Nuclear Engineers)
11-9141.00,"Property, Real Estate, and Community Association Managers",Resident Manager,"Resident Manager (Property, Real Estate, and Community Association Managers)"
29-1022.00,Oral and Maxillofacial Surgeons,Resident Physician,Resident Physician (Oral and Maxillofacial Surgeons)
29-1022.00,Oral and Maxillofacial Surgeons,Resident Surgeon,Resident Surgeon (Oral and Maxillofacial Surgeons)
29-2053.00,Psychiatric Technicians,Residential Aide (RA),Residential Aide (RA) (Psychiatric Technicians)
13-2021.01,Assessors,Residential Appraiser,Residential Appraiser (Assessors)
39-1021.00,First-Line Supervisors of Personal Service Workers,Residential Assistant,Residential Assistant (First-Line Supervisors of Personal Service Workers)
31-1013.00,Psychiatric Aides,Residential Counselor,Residential Counselor (Psychiatric Aides)
49-9011.00,Mechanical Door Repairers,Residential Door Installer,Residential Door Installer (Mechanical Door Repairers)
13-2021.02,"Appraisers, Real Estate",Residential Fee Appraiser,"Residential Fee Appraiser (Appraisers, Real Estate)"
47-1011.03,Solar Energy Installation Managers,Residential Field Manager,Residential Field Manager (Solar Energy Installation Managers)
39-9041.00,Residential Advisors,Residential Life Director,Residential Life Director (Residential Advisors)
37-2021.00,Pest Control Workers,Residential Pest Control Technician,Residential Pest Control Technician (Pest Control Workers)
47-2152.02,Plumbers,Residential Plumber,Residential Plumber (Plumbers)
13-2021.02,"Appraisers, Real Estate",Residential Real Estate Appraiser,"Residential Real Estate Appraiser (Appraisers, Real Estate)"
47-2181.00,Roofers,Residential Roofer,Residential Roofer (Roofers)
11-9081.00,Lodging Managers,Resort Manager,Resort Manager (Lodging Managers)
15-1199.04,Geospatial Information Scientists and Technologists,Resource Analyst,Resource Analyst (Geospatial Information Scientists and Technologists)
19-4021.00,Biological Technicians,Resource Biologist,Resource Biologist (Biological Technicians)
13-1041.01,Environmental Compliance Inspectors,Resource Conservation and Recovery Act Enforcement Officer (RCRA Enforcement Officer),Resource Conservation and Recovery Act Enforcement Officer (RCRA Enforcement Officer) (Environmental Compliance Inspectors)
19-1031.01,Soil and Water Conservationists,Resource Conservation Specialist,Resource Conservation Specialist (Soil and Water Conservationists)
19-1031.01,Soil and Water Conservationists,Resource Conservationist,Resource Conservationist (Soil and Water Conservationists)
19-3011.01,Environmental Economists,Resource Economist,Resource Economist (Environmental Economists)
19-1032.00,Foresters,Resource Forester,Resource Forester (Foresters)
19-4093.00,Forest and Conservation Technicians,Resource Manager,Resource Manager (Forest and Conservation Technicians)
19-1031.02,Range Managers,Resource Manager,Resource Manager (Range Managers)
25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",Resource Program Teacher,"Resource Program Teacher (Special Education Teachers, Kindergarten and Elementary School)"
25-2051.00,"Special Education Teachers, Preschool",Resource Teacher,"Resource Teacher (Special Education Teachers, Preschool)"
25-2054.00,"Special Education Teachers, Secondary School",Resource Teacher,"Resource Teacher (Special Education Teachers, Secondary School)"
19-4093.00,Forest and Conservation Technicians,Resource Technician,Resource Technician (Forest and Conservation Technicians)
29-2054.00,Respiratory Therapy Technicians,Respiratory Care Assistant (RCA),Respiratory Care Assistant (RCA) (Respiratory Therapy Technicians)
29-1126.00,Respiratory Therapists,Respiratory Care Practitioner (RCP),Respiratory Care Practitioner (RCP) (Respiratory Therapists)
29-2054.00,Respiratory Therapy Technicians,Respiratory Director,Respiratory Director (Respiratory Therapy Technicians)
29-2054.00,Respiratory Therapy Technicians,Respiratory Supervisor,Respiratory Supervisor (Respiratory Therapy Technicians)
29-2054.00,Respiratory Therapy Technicians,Respiratory Technician,Respiratory Technician (Respiratory Therapy Technicians)
29-1126.00,Respiratory Therapists,Respiratory Therapist (RT),Respiratory Therapist (RT) (Respiratory Therapists)
29-2054.00,Respiratory Therapy Technicians,Respiratory Therapy Assistant,Respiratory Therapy Assistant (Respiratory Therapy Technicians)
29-1126.00,Respiratory Therapists,Respiratory Therapy Director,Respiratory Therapy Director (Respiratory Therapists)
29-2054.00,Respiratory Therapy Technicians,Respiratory Therapy Technician (RTT),Respiratory Therapy Technician (RTT) (Respiratory Therapy Technicians)
11-9051.00,Food Service Managers,Restaurant General Manager,Restaurant General Manager (Food Service Managers)
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Restaurant Manager,Restaurant Manager (First-Line Supervisors of Food Preparation and Serving Workers)
11-9051.00,Food Service Managers,Restaurant Manager,Restaurant Manager (Food Service Managers)
35-3031.00,Waiters and Waitresses,Restaurant Server,Restaurant Server (Waiters and Waitresses)
51-9071.07,Precious Metal Workers,Restoration Silversmith,Restoration Silversmith (Precious Metal Workers)
31-2012.00,Occupational Therapy Aides,Restorative Aide,Restorative Aide (Occupational Therapy Aides)
31-2022.00,Physical Therapist Aides,Restorative Aide (RA),Restorative Aide (RA) (Physical Therapist Aides)
31-2022.00,Physical Therapist Aides,Restorative Care Technician,Restorative Care Technician (Physical Therapist Aides)
31-2012.00,Occupational Therapy Aides,Restorative Coordinator,Restorative Coordinator (Occupational Therapy Aides)
17-3023.03,Electrical Engineering Technicians,Results Technician,Results Technician (Electrical Engineering Technicians)
11-2011.00,Advertising and Promotions Managers,Retail Advertising Sales Manager,Retail Advertising Sales Manager (Advertising and Promotions Managers)
33-9099.02,Retail Loss Prevention Specialists,Retail Asset Protection Specialist,Retail Asset Protection Specialist (Retail Loss Prevention Specialists)
43-4141.00,New Accounts Clerks,Retail Banker,Retail Banker (New Accounts Clerks)
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Retail Buyer,"Retail Buyer (Wholesale and Retail Buyers, Except Farm Products)"
43-4141.00,New Accounts Clerks,Retail Service Representative,Retail Service Representative (New Accounts Clerks)
29-1069.06,Ophthalmologists,Retina Subspecialist,Retina Subspecialist (Ophthalmologists)
29-1069.06,Ophthalmologists,Retinal Surgeon,Retinal Surgeon (Ophthalmologists)
51-3093.00,Food Cooking Machine Operators and Tenders,Retort Operator,Retort Operator (Food Cooking Machine Operators and Tenders)
51-9197.00,Tire Builders,Retread Builder,Retread Builder (Tire Builders)
51-9197.00,Tire Builders,Retreader,Retreader (Tire Builders)
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Retrofit Installer,"Retrofit Installer (Insulation Workers, Floor, Ceiling, and Wall)"
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Revenue Agent,"Revenue Agent (Tax Examiners and Collectors, and Revenue Agents)"
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Revenue Collector,"Revenue Collector (Tax Examiners and Collectors, and Revenue Agents)"
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Revenue Officer,"Revenue Officer (Tax Examiners and Collectors, and Revenue Agents)"
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Revenue Specialist,"Revenue Specialist (Tax Examiners and Collectors, and Revenue Agents)"
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",Reverse Unit Operator-Fisherman,"Reverse Unit Operator-Fisherman (Service Unit Operators, Oil, Gas, and Mining)"
17-2072.01,Radio Frequency Identification Device Specialists,RFID Engineer (Radio Frequency Identification Device Engineer),RFID Engineer (Radio Frequency Identification Device Engineer) (Radio Frequency Identification Device Specialists)
17-2072.01,Radio Frequency Identification Device Specialists,RFID Manager (Radio Frequency Identification Device Manager),RFID Manager (Radio Frequency Identification Device Manager) (Radio Frequency Identification Device Specialists)
17-2072.01,Radio Frequency Identification Device Specialists,RFID Systems Engineer (Radio Frequency Identification Device Systems Engineer),RFID Systems Engineer (Radio Frequency Identification Device Systems Engineer) (Radio Frequency Identification Device Specialists)
39-3091.00,Amusement and Recreation Attendants,Ride Operator,Ride Operator (Amusement and Recreation Attendants)
47-5071.00,"Roustabouts, Oil and Gas",Rig Hand,"Rig Hand (Roustabouts, Oil and Gas)"
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",Rig Operator,"Rig Operator (Service Unit Operators, Oil, Gas, and Mining)"
49-9096.00,Riggers,Rigger,Rigger (Riggers)
47-2221.00,Structural Iron and Steel Workers,Rigger,Rigger (Structural Iron and Steel Workers)
49-9096.00,Riggers,Rigging Foreman,Rigging Foreman (Riggers)
49-9096.00,Riggers,Rigging Supervisor,Rigging Supervisor (Riggers)
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Rip Saw Operator,"Rip Saw Operator (Sawing Machine Setters, Operators, and Tenders, Wood)"
13-2041.00,Credit Analysts,Risk Analyst,Risk Analyst (Credit Analysts)
13-2099.02,Risk Management Specialists,Risk and Insurance Consultant,Risk and Insurance Consultant (Risk Management Specialists)
29-9011.00,Occupational Health and Safety Specialists,Risk Control Consultant,Risk Control Consultant (Occupational Health and Safety Specialists)
13-2099.02,Risk Management Specialists,Risk Management Director,Risk Management Director (Risk Management Specialists)
13-2099.02,Risk Management Specialists,Risk Manager,Risk Manager (Risk Management Specialists)
39-7012.00,Travel Guides,River Guide,River Guide (Travel Guides)
53-5021.03,"Pilots, Ship",River Pilot,"River Pilot (Pilots, Ship)"
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Road Driver,Road Driver (Heavy and Tractor-Trailer Truck Drivers)
49-9094.00,Locksmiths and Safe Repairers,Road Service Locksmith,Road Service Locksmith (Locksmiths and Safe Repairers)
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roaster,"Roaster (Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders)"
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roaster Operator,"Roaster Operator (Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders)"
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roasterman,"Roasterman (Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders)"
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roastmaster,"Roastmaster (Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders)"
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Robot Operator,"Robot Operator (Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders)"
47-5021.00,"Earth Drillers, Except Oil and Gas",Rock Drill Operator,"Rock Drill Operator (Earth Drillers, Except Oil and Gas)"
47-5051.00,"Rock Splitters, Quarry",Rock Splitter,"Rock Splitter (Rock Splitters, Quarry)"
47-2171.00,Reinforcing Iron and Rebar Workers,Rodbuster,Rodbuster (Reinforcing Iron and Rebar Workers)
47-2171.00,Reinforcing Iron and Rebar Workers,Rodman,Rodman (Reinforcing Iron and Rebar Workers)
17-3031.01,Surveying Technicians,Rodman,Rodman (Surveying Technicians)
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Roll Form Operator,"Roll Form Operator (Rolling Machine Setters, Operators, and Tenders, Metal and Plastic)"
51-2091.00,Fiberglass Laminators and Fabricators,Roller,Roller (Fiberglass Laminators and Fabricators)
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Roller Operator,"Roller Operator (Paving, Surfacing, and Tamping Equipment Operators)"
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Rolling Mill Operator,"Rolling Mill Operator (Rolling Machine Setters, Operators, and Tenders, Metal and Plastic)"
53-7081.00,Refuse and Recyclable Material Collectors,Rolloff Truck Driver,Rolloff Truck Driver (Refuse and Recyclable Material Collectors)
47-5061.00,"Roof Bolters, Mining",Roof Bolter,"Roof Bolter (Roof Bolters, Mining)"
47-5061.00,"Roof Bolters, Mining",Roof Bolter Operator,"Roof Bolter Operator (Roof Bolters, Mining)"
47-2181.00,Roofers,Roof Mechanic,Roof Mechanic (Roofers)
47-2181.00,Roofers,Roof Service Technician,Roof Service Technician (Roofers)
47-3016.00,Helpers--Roofers,Roof Technician,Roof Technician (Helpers--Roofers)
47-2181.00,Roofers,Roofer,Roofer (Roofers)
47-3016.00,Helpers--Roofers,Roofer Helper,Roofer Helper (Helpers--Roofers)
47-3016.00,Helpers--Roofers,Roofing Apprentice,Roofing Apprentice (Helpers--Roofers)
47-2181.00,Roofers,Roofing Foreman,Roofing Foreman (Roofers)
47-3016.00,Helpers--Roofers,Roofing Laborer,Roofing Laborer (Helpers--Roofers)
47-2181.00,Roofers,Roofing Technician,Roofing Technician (Roofers)
37-2012.00,Maids and Housekeeping Cleaners,Room Attendant,Room Attendant (Maids and Housekeeping Cleaners)
37-2012.00,Maids and Housekeeping Cleaners,Room Cleaner,Room Cleaner (Maids and Housekeeping Cleaners)
35-3041.00,"Food Servers, Nonrestaurant",Room Server,"Room Server (Food Servers, Nonrestaurant)"
35-3041.00,"Food Servers, Nonrestaurant",Room Service Server,"Room Service Server (Food Servers, Nonrestaurant)"
35-3031.00,Waiters and Waitresses,Room Service Server,Room Service Server (Waiters and Waitresses)
11-9081.00,Lodging Managers,Rooms Director,Rooms Director (Lodging Managers)
47-2031.02,Rough Carpenters,Rough Carpenter,Rough Carpenter (Rough Carpenters)
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Roughing Mill Operator,"Roughing Mill Operator (Rolling Machine Setters, Operators, and Tenders, Metal and Plastic)"
47-5071.00,"Roustabouts, Oil and Gas",Roustabout,"Roustabout (Roustabouts, Oil and Gas)"
47-5071.00,"Roustabouts, Oil and Gas",Roustabout Crew Leader,"Roustabout Crew Leader (Roustabouts, Oil and Gas)"
47-5071.00,"Roustabouts, Oil and Gas",Roustabout Crew Pusher,"Roustabout Crew Pusher (Roustabouts, Oil and Gas)"
47-5071.00,"Roustabouts, Oil and Gas",Roustabout Hand,"Roustabout Hand (Roustabouts, Oil and Gas)"
47-5071.00,"Roustabouts, Oil and Gas",Roustabout Pusher,"Roustabout Pusher (Roustabouts, Oil and Gas)"
53-3031.00,Driver/Sales Workers,Route Driver,Route Driver (Driver/Sales Workers)
53-3033.00,Light Truck or Delivery Services Drivers,Route Driver,Route Driver (Light Truck or Delivery Services Drivers)
53-3031.00,Driver/Sales Workers,Route Sales Driver,Route Sales Driver (Driver/Sales Workers)
53-3031.00,Driver/Sales Workers,Route Salesman,Route Salesman (Driver/Sales Workers)
43-5011.01,Freight Forwarders,Route Specialist,Route Specialist (Freight Forwarders)
53-3033.00,Light Truck or Delivery Services Drivers,Route Supervisor,Route Supervisor (Light Truck or Delivery Services Drivers)
53-1021.01,Recycling Coordinators,Route Supervisor,Route Supervisor (Recycling Coordinators)
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Router Operator,"Router Operator (Woodworking Machine Setters, Operators, and Tenders, Except Sawing)"
43-3071.00,Tellers,Roving Teller,Roving Teller (Tellers)
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Rubber Extrusion Operator,"Rubber Extrusion Operator (Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders)"
17-3029.08,Photonics Technicians,Ruling Technician,Ruling Technician (Photonics Technicians)
43-5052.00,Postal Service Mail Carriers,Rural Carrier Associate (RCA),Rural Carrier Associate (RCA) (Postal Service Mail Carriers)
43-5052.00,Postal Service Mail Carriers,Rural Mail Carrier,Rural Mail Carrier (Postal Service Mail Carriers)
43-5052.00,Postal Service Mail Carriers,Rural Route Carrier,Rural Route Carrier (Postal Service Mail Carriers)
49-3092.00,Recreational Vehicle Service Technicians,RV Body Mechanic (Recreational Vehicle Body Mechanic),RV Body Mechanic (Recreational Vehicle Body Mechanic) (Recreational Vehicle Service Technicians)
49-3092.00,Recreational Vehicle Service Technicians,RV Parts and Service Director (Recreational Vehicle Parts and Service Director),RV Parts and Service Director (Recreational Vehicle Parts and Service Director) (Recreational Vehicle Service Technicians)
49-3092.00,Recreational Vehicle Service Technicians,RV Repair Technician (Recreational Vehicle Repair Technician),RV Repair Technician (Recreational Vehicle Repair Technician) (Recreational Vehicle Service Technicians)
49-3092.00,Recreational Vehicle Service Technicians,RV Service Technician (Recreational Vehicle Service Technician),RV Service Technician (Recreational Vehicle Service Technician) (Recreational Vehicle Service Technicians)
49-3092.00,Recreational Vehicle Service Technicians,RV Technician (Recreational Vehicle Technician),RV Technician (Recreational Vehicle Technician) (Recreational Vehicle Service Technicians)
49-3092.00,Recreational Vehicle Service Technicians,RVDA Master Certified RV Technician (Recreational Vehicle Dealer Association Master Certified Recreational Vehicle Technician),RVDA Master Certified RV Technician (Recreational Vehicle Dealer Association Master Certified Recreational Vehicle Technician) (Recreational Vehicle Service Technicians)
53-7064.00,"Packers and Packagers, Hand",Sacker,"Sacker (Packers and Packagers, Hand)"
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Sacred Art Artist,"Sacred Art Artist (Fine Artists, Including Painters, Sculptors, and Illustrators)"
51-6041.00,Shoe and Leather Workers and Repairers,Saddle and Harness Maker,Saddle and Harness Maker (Shoe and Leather Workers and Repairers)
49-9094.00,Locksmiths and Safe Repairers,Safe Technician,Safe Technician (Locksmiths and Safe Repairers)
17-2111.01,Industrial Safety and Health Engineers,Safety and Health Consultant,Safety and Health Consultant (Industrial Safety and Health Engineers)
33-9032.00,Security Guards,Safety and Security Officer,Safety and Security Officer (Security Guards)
29-9011.00,Occupational Health and Safety Specialists,Safety Consultant,Safety Consultant (Occupational Health and Safety Specialists)
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Safety Officer,"Safety Officer (Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation)"
29-9012.00,Occupational Health and Safety Technicians,"Safety Professional, Industrial Hygiene Consultant","Safety Professional, Industrial Hygiene Consultant (Occupational Health and Safety Technicians)"
29-9011.00,Occupational Health and Safety Specialists,Safety Specialist,Safety Specialist (Occupational Health and Safety Specialists)
29-9012.00,Occupational Health and Safety Technicians,Safety Specialist,Safety Specialist (Occupational Health and Safety Technicians)
17-2111.01,Industrial Safety and Health Engineers,"Safety, Health, and Environment Vice President","Safety, Health, and Environment Vice President (Industrial Safety and Health Engineers)"
49-9093.00,"Fabric Menders, Except Garment",Sail Maker,"Sail Maker (Fabric Menders, Except Garment)"
49-9093.00,"Fabric Menders, Except Garment",Sail Repair Person,"Sail Repair Person (Fabric Menders, Except Garment)"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales,"Sales (Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products)"
41-4011.07,Solar Sales Representatives and Assessors,Sales,Sales (Solar Sales Representatives and Assessors)
41-3021.00,Insurance Sales Agents,Sales Agent,Sales Agent (Insurance Sales Agents)
41-9022.00,Real Estate Sales Agents,Sales Agent,Sales Agent (Real Estate Sales Agents)
43-5051.00,Postal Service Clerks,Sales and Distribution Clerk,Sales and Distribution Clerk (Postal Service Clerks)
11-2022.00,Sales Managers,Sales and Marketing Vice President,Sales and Marketing Vice President (Sales Managers)
43-5051.00,Postal Service Clerks,Sales and Service Associate (SSA),Sales and Service Associate (SSA) (Postal Service Clerks)
43-4011.00,Brokerage Clerks,Sales Assistant,Sales Assistant (Brokerage Clerks)
35-3022.01,Baristas,Sales Associate,Sales Associate (Baristas)
41-2011.00,Cashiers,Sales Associate,Sales Associate (Cashiers)
43-5051.00,Postal Service Clerks,Sales Associate,Sales Associate (Postal Service Clerks)
41-2031.00,Retail Salespersons,Sales Associate,Sales Associate (Retail Salespersons)
41-4011.07,Solar Sales Representatives and Assessors,Sales Associate,Sales Associate (Solar Sales Representatives and Assessors)
41-2021.00,Counter and Rental Clerks,Sales Clerk,Sales Clerk (Counter and Rental Clerks)
41-2031.00,Retail Salespersons,Sales Clerk,Sales Clerk (Retail Salespersons)
41-2031.00,Retail Salespersons,Sales Consultant,Sales Consultant (Retail Salespersons)
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales Consultant,"Sales Consultant (Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products)"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales Director,"Sales Director (Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products)"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Director,"Sales Director (Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products)"
13-1051.00,Cost Estimators,Sales Engineer,Sales Engineer (Cost Estimators)
41-9031.00,Sales Engineers,Sales Engineer,Sales Engineer (Sales Engineers)
41-9031.00,Sales Engineers,"Sales Engineer, Account Manager","Sales Engineer, Account Manager (Sales Engineers)"
41-9031.00,Sales Engineers,"Sales Engineer, Engineered Products","Sales Engineer, Engineered Products (Sales Engineers)"
43-4051.00,Customer Service Representatives,Sales Facilitator,Sales Facilitator (Customer Service Representatives)
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales Manager,Sales Manager (First-Line Supervisors of Non-Retail Sales Workers)
11-2022.00,Sales Managers,Sales Manager,Sales Manager (Sales Managers)
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Manager,"Sales Manager (Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products)"
41-4011.07,Solar Sales Representatives and Assessors,Sales Manager,Sales Manager (Solar Sales Representatives and Assessors)
11-9061.00,Funeral Service Managers,"Sales Manager, Prearranged Funerals","Sales Manager, Prearranged Funerals (Funeral Service Managers)"
41-2031.00,Retail Salespersons,Sales Person,Sales Person (Retail Salespersons)
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales Rep,"Sales Rep (Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products)"
41-4011.07,Solar Sales Representatives and Assessors,Sales Rep,Sales Rep (Solar Sales Representatives and Assessors)
41-3011.00,Advertising Sales Agents,Sales Representative,Sales Representative (Advertising Sales Agents)
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",Sales Representative,"Sales Representative (Door-To-Door Sales Workers, News and Street Vendors, and Related Workers)"
41-3021.00,Insurance Sales Agents,Sales Representative,Sales Representative (Insurance Sales Agents)
41-2031.00,Retail Salespersons,Sales Representative,Sales Representative (Retail Salespersons)
11-2022.00,Sales Managers,Sales Representative,Sales Representative (Sales Managers)
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales Representative,"Sales Representative (Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products)"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Representative,"Sales Representative (Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products)"
41-4011.07,Solar Sales Representatives and Assessors,Sales Representative,Sales Representative (Solar Sales Representatives and Assessors)
53-3031.00,Driver/Sales Workers,Sales Route Driver,Sales Route Driver (Driver/Sales Workers)
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales Supervisor,Sales Supervisor (First-Line Supervisors of Non-Retail Sales Workers)
11-2022.00,Sales Managers,Sales Supervisor,Sales Supervisor (Sales Managers)
43-5081.01,"Stock Clerks, Sales Floor",Sales Support Specialist,"Sales Support Specialist (Stock Clerks, Sales Floor)"
43-4011.00,Brokerage Clerks,Sales Trader,Sales Trader (Brokerage Clerks)
41-2031.00,Retail Salespersons,Salesman,Salesman (Retail Salespersons)
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Salesman,"Salesman (Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products)"
41-4011.07,Solar Sales Representatives and Assessors,Salesman,Salesman (Solar Sales Representatives and Assessors)
39-1021.00,First-Line Supervisors of Personal Service Workers,Salon Manager,Salon Manager (First-Line Supervisors of Personal Service Workers)
39-1021.01,Spa Managers,Salon Manager,Salon Manager (Spa Managers)
39-1021.01,Spa Managers,Salon/Spa Manager,Salon/Spa Manager (Spa Managers)
47-5081.00,Helpers--Extraction Workers,Salt Miner,Salt Miner (Helpers--Extraction Workers)
49-9092.00,Commercial Divers,Salvage Diver,Salvage Diver (Commercial Divers)
51-7031.00,"Model Makers, Wood",Sample Builder,"Sample Builder (Model Makers, Wood)"
51-7031.00,"Model Makers, Wood",Sample Maker,"Sample Maker (Model Makers, Wood)"
51-6031.00,Sewing Machine Operators,Sample Maker,Sample Maker (Sewing Machine Operators)
51-7031.00,"Model Makers, Wood",Sample Worker,"Sample Worker (Model Makers, Wood)"
51-4071.00,Foundry Mold and Coremakers,Sand Molder,Sand Molder (Foundry Mold and Coremakers)
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Sandblast Carver,"Sandblast Carver (Stone Cutters and Carvers, Manufacturing)"
51-9195.03,"Stone Cutters and Carvers, Manufacturing",Sandblaster,"Sandblaster (Stone Cutters and Carvers, Manufacturing)"
51-7021.00,Furniture Finishers,Sander,Sander (Furniture Finishers)
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Sander,"Sander (Woodworking Machine Setters, Operators, and Tenders, Except Sawing)"
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Sander Operator,"Sander Operator (Woodworking Machine Setters, Operators, and Tenders, Except Sawing)"
19-4091.00,"Environmental Science and Protection Technicians, Including Health",Sanitarian,"Sanitarian (Environmental Science and Protection Technicians, Including Health)"
